x,y,layer1,layer2,voltage1,voltage2,current
2183.49,3441.51,SIGNAL,GROUND_1,23.9861,23.9861,0.634741
2183.49,3441.51,GROUND_1,POWER,23.9861,23.986,0.634741
2183.49,3441.51,POWER,GROUND_2,23.986,23.986,-0
2183.49,3741.51,SIGNAL,GROUND_1,23.9865,23.9864,0.787901
2183.49,3741.51,GROUND_1,POWER,23.9864,23.9862,0.787901
2183.49,3741.51,POWER,GROUND_2,23.9862,23.9862,-7.76136e-11
2256.87,321.557,SIGNAL,GROUND_1,0.0015948,0.00159468,0.00571517
2256.87,321.557,GROUND_1,POWER,0.00159468,0.00159575,-0.00938934
2256.87,321.557,POWER,GROUND_2,0.00159575,0.00159594,-0.00938934
2258.49,741.515,SIGNAL,GROUND_1,0.00159626,0.00159626,-4.43637e-05
2258.49,741.515,GROUND_1,POWER,0.00159626,0.00160085,-0.018283
2258.49,741.515,POWER,GROUND_2,0.00160085,0.00160169,-0.018283
2258.49,3291.51,SIGNAL,GROUND_1,23.9857,23.9857,0.124246
2258.49,3291.51,GROUND_1,POWER,23.9857,23.9856,0.124246
2258.49,3291.51,POWER,GROUND_2,23.9856,23.9856,-7.76136e-11
2258.49,3591.51,SIGNAL,GROUND_1,23.9861,23.9861,0.461957
2258.49,3591.51,GROUND_1,POWER,23.9861,23.986,0.461957
2258.49,3591.51,POWER,GROUND_2,23.986,23.986,-0
2333.49,3141.51,SIGNAL,GROUND_1,23.9854,23.9854,0.035392
2333.49,3141.51,GROUND_1,POWER,23.9854,23.9854,0.035392
2333.49,3141.51,POWER,GROUND_2,23.9854,23.9854,-7.76136e-11
2333.49,3441.51,SIGNAL,GROUND_1,23.9858,23.9858,0.138642
2333.49,3441.51,GROUND_1,POWER,23.9858,23.9857,0.138642
2333.49,3441.51,POWER,GROUND_2,23.9857,23.9857,-7.76136e-11
2383.49,491.515,SIGNAL,GROUND_1,0.0015956,0.0015954,0.00430597
2383.49,491.515,GROUND_1,POWER,0.0015954,0.00159809,-0.0107092
2383.49,491.515,POWER,GROUND_2,0.00159809,0.00159858,-0.0107092
2383.49,1991.51,SIGNAL,GROUND_1,0.000868951,0.000909636,-0.888833
2383.49,1991.51,GROUND_1,POWER,0.000909636,0.000972479,-0.250329
2383.49,1991.51,POWER,GROUND_2,0.000972479,0.000983937,-0.250329
2383.49,3991.51,SIGNAL,GROUND_1,-0.00107647,-0.00095866,-2.57364
2383.49,3991.51,GROUND_1,POWER,-0.00095866,-0.000730187,-0.910112
2383.49,3991.51,POWER,GROUND_2,-0.000730187,-0.000688527,-0.910112
2389,2612.1,SIGNAL,GROUND_1,0.00136392,0.00131722,0.538157
2389,2612.1,GROUND_1,POWER,0.00131722,0.00126853,0.102323
2389,2612.1,POWER,GROUND_2,0.00126853,0.00125965,0.102323
2389,2655.41,SIGNAL,GROUND_1,0.00130183,0.00128559,0.187105
2389,2655.41,GROUND_1,POWER,0.00128559,0.00125864,0.0566409
